Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
2069,9,372,Wellness Package,Excellent!,4/13/2024
2070,6,408,Massage,Highly recommend,2/25/2024
2071,8,239,Body Scrub,Could be better,2/20/2024
2072,14,187,Hair Spa,Loved it!,2/25/2024
2073,11,485,Massage,Too expensive,4/21/2024
2074,13,351,Wellness Package,Could be better,2/11/2024
2075,1,360,Facial,Could be better,1/13/2024
2076,10,479,Body Scrub,Excellent!,2/3/2024
2077,4,380,Facial,Great experience,4/9/2024
2078,1,493,Body Scrub,Excellent!,2/3/2024
2079,8,402,Wellness Package,Not satisfied,2/22/2024
2080,1,331,Wellness Package,Could be better,1/3/2024
2081,3,460,Wellness Package,Excellent!,3/14/2024
2082,13,215,Wellness Package,Too expensive,4/16/2024
2083,4,327,Massage,Highly recommend,4/8/2024
2084,8,75,Massage,Staff was friendly,2/6/2024
2085,6,468,Body Scrub,Loved it!,2/21/2024
2086,14,499,Massage,Too expensive,1/6/2024
2087,10,122,Body Scrub,Great experience,1/21/2024
2088,12,164,Massage,Will come again,2/14/2024
2089,7,100,Massage,Excellent!,1/5/2024
2090,14,418,Massage,Could be better,1/3/2024
2091,8,451,Hair Spa,Highly recommend,1/20/2024
2092,2,220,Wellness Package,Not satisfied,4/3/2024
2093,13,317,Hair Spa,Excellent!,3/16/2024
2094,10,52,Massage,Loved it!,3/1/2024
2095,14,259,Massage,Loved it!,2/4/2024
2096,11,425,Hair Spa,Loved it!,2/1/2024
2097,8,440,Body Scrub,Not satisfied,1/19/2024
2098,3,439,Wellness Package,Could be better,1/15/2024
2099,7,387,Body Scrub,Staff was friendly,3/14/2024
2100,3,350,Wellness Package,Not satisfied,2/26/2024
2101,7,432,Facial,Staff was friendly,1/26/2024
2102,14,391,Wellness Package,Will come again,3/10/2024
2103,11,164,Body Scrub,Average service,4/21/2024
2104,12,216,Wellness Package,Excellent!,4/20/2024
2105,13,484,Facial,Too expensive,3/30/2024
2106,2,314,Facial,Highly recommend,1/2/2024
2107,10,276,Massage,Not satisfied,2/18/2024
2108,6,200,Facial,Will come again,2/17/2024
2109,3,317,Hair Spa,Staff was friendly,2/1/2024
2110,3,165,Body Scrub,Staff was friendly,1/3/2024
2111,9,137,Hair Spa,Not satisfied,3/23/2024
2112,7,367,Hair Spa,Could be better,4/9/2024
2113,5,291,Body Scrub,Staff was friendly,1/20/2024
2114,12,409,Hair Spa,Great experience,4/3/2024
2115,10,378,Hair Spa,Highly recommend,2/6/2024
2116,7,382,Hair Spa,Too expensive,4/18/2024
2117,9,89,Facial,Could be better,1/20/2024
2118,1,231,Body Scrub,Loved it!,2/29/2024
2119,7,258,Body Scrub,Will come again,4/7/2024
2120,6,440,Body Scrub,Will come again,2/28/2024
2121,10,322,Hair Spa,Loved it!,4/17/2024
2122,14,168,Facial,Will come again,3/21/2024
2123,12,431,Body Scrub,Loved it!,2/11/2024
2124,9,483,Wellness Package,Too expensive,1/23/2024
2125,1,73,Body Scrub,Could be better,2/10/2024
2126,13,307,Massage,Staff was friendly,3/13/2024
2127,4,141,Wellness Package,Could be better,1/27/2024
2128,9,210,Body Scrub,Could be better,3/21/2024
2129,4,198,Hair Spa,Not satisfied,4/14/2024
2130,10,166,Body Scrub,Great experience,2/15/2024
2131,3,102,Facial,Excellent!,1/17/2024
2132,9,351,Facial,Will come again,4/22/2024
2133,13,94,Body Scrub,Average service,1/2/2024
2134,2,314,Hair Spa,Could be better,1/15/2024
2135,4,311,Hair Spa,Too expensive,3/15/2024
2136,6,356,Hair Spa,Staff was friendly,4/27/2024
2137,2,283,Body Scrub,Too expensive,2/26/2024
2138,8,424,Body Scrub,Too expensive,4/10/2024
2139,8,84,Massage,Highly recommend,2/10/2024
2140,1,387,Facial,Not satisfied,3/13/2024
2141,12,486,Wellness Package,Average service,1/14/2024
2142,3,452,Wellness Package,Average service,1/8/2024
2143,10,246,Facial,Too expensive,4/16/2024
2144,9,74,Massage,Average service,3/16/2024
2145,5,444,Facial,Staff was friendly,1/7/2024
2146,6,251,Massage,Great experience,3/7/2024
2147,4,322,Massage,Loved it!,1/26/2024
2148,10,85,Hair Spa,Staff was friendly,1/3/2024
2149,2,272,Facial,Average service,2/15/2024
2150,11,401,Wellness Package,Too expensive,1/4/2024
2151,8,326,Body Scrub,Will come again,2/26/2024
2152,11,67,Body Scrub,Staff was friendly,4/5/2024
2153,13,237,Facial,Too expensive,2/15/2024
2154,6,451,Body Scrub,Loved it!,1/14/2024
2155,5,306,Massage,Average service,1/3/2024
2156,9,191,Body Scrub,Average service,1/13/2024
2157,1,185,Massage,Staff was friendly,1/8/2024
2158,5,499,Massage,Will come again,2/25/2024
2159,6,356,Wellness Package,Staff was friendly,4/11/2024
2160,5,128,Body Scrub,Excellent!,1/2/2024
2161,6,493,Wellness Package,Excellent!,4/11/2024
2162,6,467,Body Scrub,Great experience,4/25/2024
2163,7,341,Massage,Too expensive,2/15/2024
2164,4,111,Body Scrub,Great experience,1/31/2024
2165,14,178,Wellness Package,Too expensive,4/12/2024
2166,11,390,Hair Spa,Could be better,3/31/2024
2167,14,347,Wellness Package,Great experience,3/21/2024
2168,14,306,Hair Spa,Loved it!,2/4/2024
2169,14,261,Facial,Could be better,3/2/2024
2170,8,103,Wellness Package,Excellent!,2/15/2024
2171,7,224,Body Scrub,Great experience,1/24/2024
2172,9,149,Hair Spa,Loved it!,3/5/2024
2173,7,88,Body Scrub,Could be better,4/2/2024
2174,3,463,Hair Spa,Could be better,3/30/2024
2175,3,312,Wellness Package,Excellent!,2/13/2024
2176,8,199,Wellness Package,Excellent!,4/8/2024
2177,5,170,Body Scrub,Could be better,2/20/2024
2178,4,227,Wellness Package,Average service,4/17/2024
2179,8,350,Body Scrub,Excellent!,3/28/2024
2180,6,379,Massage,Excellent!,2/15/2024
2181,2,169,Hair Spa,Too expensive,2/2/2024
2182,4,121,Body Scrub,Will come again,3/4/2024
2183,12,268,Hair Spa,Too expensive,1/26/2024
2184,11,443,Massage,Not satisfied,4/10/2024
2185,4,447,Hair Spa,Not satisfied,2/8/2024
2186,6,351,Body Scrub,Excellent!,4/25/2024
2187,6,172,Wellness Package,Will come again,2/27/2024
2188,1,293,Hair Spa,Average service,4/24/2024
2189,14,423,Hair Spa,Excellent!,1/26/2024
2190,8,124,Massage,Will come again,4/11/2024
2191,6,55,Facial,Average service,4/26/2024
2192,3,70,Wellness Package,Loved it!,4/23/2024
2193,14,239,Body Scrub,Not satisfied,4/11/2024
2194,9,274,Massage,Highly recommend,3/15/2024
2195,2,452,Body Scrub,Will come again,4/2/2024
2196,11,152,Body Scrub,Will come again,4/2/2024
2197,8,393,Hair Spa,Not satisfied,3/7/2024
2198,10,148,Massage,Will come again,3/13/2024
2199,3,367,Massage,Not satisfied,4/8/2024
2200,13,412,Wellness Package,Could be better,2/26/2024
2201,12,132,Facial,Highly recommend,3/10/2024
2202,5,230,Body Scrub,Excellent!,4/29/2024
2203,6,201,Wellness Package,Too expensive,3/13/2024
2204,10,105,Wellness Package,Great experience,1/8/2024
2205,6,239,Body Scrub,Could be better,3/31/2024
2206,4,467,Hair Spa,Highly recommend,2/3/2024
2207,3,71,Hair Spa,Loved it!,4/24/2024
2208,4,117,Body Scrub,Could be better,3/28/2024
2209,1,234,Massage,Great experience,4/21/2024
2210,4,59,Facial,Too expensive,3/9/2024
2211,1,115,Hair Spa,Average service,1/10/2024
2212,12,313,Facial,Highly recommend,3/24/2024
2213,1,274,Wellness Package,Could be better,1/22/2024
2214,10,172,Wellness Package,Highly recommend,1/12/2024
2215,14,87,Body Scrub,Too expensive,4/17/2024
2216,6,172,Body Scrub,Highly recommend,1/29/2024
2217,5,367,Body Scrub,Average service,1/31/2024
2218,14,205,Hair Spa,Highly recommend,1/6/2024
2219,11,443,Facial,Could be better,4/19/2024
2220,4,350,Wellness Package,Could be better,1/7/2024
2221,13,370,Facial,Could be better,4/26/2024
2222,11,116,Hair Spa,Too expensive,4/6/2024
2223,3,442,Facial,Will come again,4/19/2024
2224,1,182,Facial,Too expensive,3/19/2024
2225,6,411,Body Scrub,Loved it!,1/13/2024
2226,2,443,Facial,Great experience,3/3/2024
2227,8,189,Facial,Staff was friendly,1/24/2024
2228,10,131,Facial,Highly recommend,4/3/2024
2229,5,107,Massage,Will come again,4/6/2024
2230,7,198,Wellness Package,Average service,3/24/2024
2231,10,454,Wellness Package,Loved it!,1/19/2024
2232,12,498,Facial,Will come again,3/23/2024
2233,2,180,Body Scrub,Highly recommend,4/11/2024
2234,13,118,Body Scrub,Not satisfied,3/28/2024
2235,8,394,Body Scrub,Excellent!,3/9/2024
2236,2,299,Wellness Package,Too expensive,1/22/2024
2237,4,369,Hair Spa,Loved it!,2/29/2024
2238,1,226,Facial,Great experience,1/22/2024
2239,5,121,Wellness Package,Average service,4/1/2024
2240,9,66,Body Scrub,Too expensive,1/17/2024
2241,1,378,Wellness Package,Excellent!,4/4/2024
2242,9,209,Wellness Package,Average service,2/16/2024
2243,11,119,Wellness Package,Average service,1/7/2024
2244,8,162,Body Scrub,Staff was friendly,1/17/2024
2245,6,281,Hair Spa,Staff was friendly,3/16/2024
2246,7,70,Massage,Average service,3/2/2024
2247,3,184,Facial,Will come again,3/3/2024
2248,14,312,Facial,Not satisfied,1/7/2024
2249,1,160,Wellness Package,Great experience,1/29/2024
2250,5,295,Hair Spa,Average service,4/18/2024
2251,14,332,Body Scrub,Average service,3/12/2024
2252,12,57,Massage,Highly recommend,1/4/2024
2253,12,333,Massage,Could be better,4/13/2024
2254,2,256,Wellness Package,Not satisfied,4/27/2024
2255,14,243,Wellness Package,Staff was friendly,1/16/2024
2256,5,96,Body Scrub,Not satisfied,3/20/2024
2257,8,391,Body Scrub,Average service,3/26/2024
2258,11,291,Body Scrub,Loved it!,3/15/2024
2259,9,59,Wellness Package,Too expensive,2/28/2024
2260,2,419,Hair Spa,Average service,2/10/2024
2261,12,338,Wellness Package,Highly recommend,4/27/2024
2262,3,440,Wellness Package,Will come again,2/29/2024
2263,3,180,Massage,Loved it!,3/15/2024
2264,1,319,Body Scrub,Highly recommend,3/9/2024
2265,8,477,Facial,Highly recommend,4/15/2024
2266,6,351,Body Scrub,Loved it!,2/27/2024
2267,12,110,Hair Spa,Not satisfied,4/11/2024
2268,13,213,Hair Spa,Staff was friendly,4/21/2024
2269,8,62,Body Scrub,Will come again,3/16/2024
2270,11,321,Body Scrub,Will come again,2/9/2024
2271,9,257,Wellness Package,Great experience,3/29/2024
2272,5,295,Facial,Not satisfied,2/27/2024
2273,14,182,Wellness Package,Excellent!,3/1/2024
2274,12,293,Massage,Average service,2/14/2024
2275,14,343,Massage,Too expensive,3/17/2024
2276,3,483,Hair Spa,Loved it!,2/17/2024
2277,5,87,Hair Spa,Will come again,3/30/2024
2278,5,408,Facial,Not satisfied,1/11/2024
2279,5,105,Hair Spa,Will come again,2/25/2024
2280,3,368,Massage,Average service,4/13/2024
2281,11,425,Facial,Could be better,1/23/2024
2282,14,97,Massage,Excellent!,3/17/2024
2283,10,154,Body Scrub,Average service,2/2/2024
2284,14,108,Body Scrub,Highly recommend,2/21/2024
2285,4,126,Facial,Will come again,4/25/2024
2286,9,477,Wellness Package,Could be better,1/28/2024
2287,13,267,Hair Spa,Excellent!,4/24/2024
2288,10,432,Facial,Average service,1/4/2024
2289,9,104,Hair Spa,Will come again,4/1/2024
2290,2,104,Massage,Staff was friendly,4/7/2024
2291,8,178,Wellness Package,Not satisfied,4/24/2024
2292,8,441,Hair Spa,Great experience,2/20/2024
2293,7,432,Body Scrub,Not satisfied,1/10/2024
2294,8,437,Body Scrub,Loved it!,4/22/2024
2295,14,134,Massage,Average service,4/28/2024
2296,3,263,Facial,Will come again,2/21/2024
2297,13,164,Hair Spa,Too expensive,3/12/2024
2298,6,486,Massage,Average service,1/9/2024
2299,1,363,Body Scrub,Too expensive,1/18/2024
2300,7,342,Body Scrub,Excellent!,3/6/2024
2301,1,98,Body Scrub,Great experience,3/22/2024
2302,9,116,Wellness Package,Loved it!,2/9/2024
2303,1,324,Wellness Package,Highly recommend,3/6/2024
2304,1,178,Body Scrub,Not satisfied,1/22/2024
2305,7,78,Facial,Not satisfied,3/20/2024
2306,2,392,Wellness Package,Too expensive,4/10/2024
2307,14,82,Hair Spa,Staff was friendly,4/5/2024
2308,5,168,Wellness Package,Average service,3/14/2024
2309,8,229,Hair Spa,Could be better,4/14/2024
2310,8,474,Wellness Package,Average service,2/3/2024
2311,3,200,Body Scrub,Highly recommend,2/17/2024
2312,7,182,Hair Spa,Too expensive,1/16/2024
2313,3,376,Facial,Could be better,2/18/2024
2314,6,234,Wellness Package,Highly recommend,4/7/2024
2315,6,183,Wellness Package,Average service,4/10/2024
2316,3,226,Body Scrub,Excellent!,3/3/2024
2317,7,71,Hair Spa,Too expensive,2/9/2024
2318,3,290,Body Scrub,Will come again,2/25/2024
2319,8,126,Hair Spa,Loved it!,4/7/2024
2320,10,253,Wellness Package,Could be better,4/17/2024
2321,4,53,Wellness Package,Loved it!,3/17/2024
2322,13,377,Wellness Package,Could be better,2/17/2024
2323,1,497,Wellness Package,Loved it!,2/6/2024
2324,4,214,Massage,Loved it!,1/12/2024
2325,14,464,Wellness Package,Staff was friendly,3/19/2024
2326,7,470,Wellness Package,Loved it!,4/3/2024
2327,11,177,Hair Spa,Staff was friendly,4/4/2024
2328,4,94,Wellness Package,Highly recommend,4/2/2024
2329,13,267,Wellness Package,Not satisfied,4/7/2024
2330,6,284,Hair Spa,Too expensive,2/1/2024
2331,9,185,Wellness Package,Average service,4/17/2024
2332,1,217,Wellness Package,Will come again,1/23/2024
2333,13,286,Body Scrub,Excellent!,3/14/2024
2334,5,142,Massage,Highly recommend,3/12/2024
2335,11,54,Hair Spa,Could be better,1/21/2024
2336,7,205,Body Scrub,Highly recommend,3/15/2024
2337,1,294,Facial,Will come again,1/12/2024
2338,14,409,Facial,Not satisfied,2/18/2024
2339,4,130,Massage,Great experience,4/12/2024
2340,6,296,Facial,Could be better,2/16/2024
2341,2,392,Massage,Highly recommend,3/23/2024
2342,10,186,Facial,Highly recommend,4/7/2024
2343,5,435,Facial,Could be better,3/2/2024
2344,11,112,Body Scrub,Could be better,2/7/2024
2345,10,356,Facial,Not satisfied,4/7/2024
2346,1,165,Massage,Loved it!,4/19/2024
2347,6,162,Wellness Package,Loved it!,1/26/2024
2348,6,80,Wellness Package,Could be better,2/9/2024
2349,13,56,Wellness Package,Average service,1/16/2024
2350,4,463,Massage,Great experience,1/19/2024
2351,13,491,Massage,Excellent!,2/19/2024
2352,8,52,Wellness Package,Highly recommend,2/25/2024
2353,4,356,Facial,Highly recommend,1/29/2024
2354,8,292,Wellness Package,Too expensive,4/18/2024
2355,13,105,Hair Spa,Will come again,2/7/2024
2356,8,122,Massage,Could be better,3/1/2024
2357,5,59,Hair Spa,Average service,2/5/2024
2358,13,110,Hair Spa,Excellent!,3/25/2024
2359,4,99,Massage,Loved it!,1/10/2024
2360,12,171,Wellness Package,Average service,2/16/2024
2361,13,224,Body Scrub,Staff was friendly,3/27/2024
2362,2,50,Hair Spa,Staff was friendly,2/13/2024
2363,11,490,Wellness Package,Excellent!,4/25/2024
2364,3,87,Body Scrub,Highly recommend,4/17/2024
2365,3,239,Hair Spa,Loved it!,3/2/2024
2366,4,128,Wellness Package,Great experience,1/7/2024
2367,4,394,Hair Spa,Average service,4/11/2024
2368,10,387,Wellness Package,Excellent!,3/9/2024
2369,11,498,Facial,Could be better,1/19/2024
2370,11,239,Facial,Too expensive,4/19/2024
2371,5,233,Massage,Loved it!,2/2/2024
2372,4,116,Body Scrub,Will come again,1/24/2024
2373,11,66,Hair Spa,Too expensive,4/16/2024
2374,14,432,Hair Spa,Too expensive,1/23/2024
2375,10,417,Wellness Package,Highly recommend,3/26/2024
2376,8,441,Body Scrub,Not satisfied,4/9/2024
2377,6,365,Hair Spa,Will come again,2/22/2024
2378,6,345,Body Scrub,Loved it!,4/19/2024
2379,8,258,Body Scrub,Average service,1/21/2024
2380,7,394,Facial,Will come again,3/22/2024
2381,10,495,Hair Spa,Highly recommend,4/11/2024
2382,14,90,Hair Spa,Highly recommend,3/31/2024
2383,11,445,Massage,Too expensive,2/6/2024
2384,12,164,Body Scrub,Great experience,2/18/2024
2385,10,149,Wellness Package,Will come again,1/25/2024
2386,13,422,Facial,Highly recommend,2/8/2024
2387,8,487,Massage,Will come again,1/30/2024
2388,14,394,Facial,Staff was friendly,2/12/2024
2389,2,398,Wellness Package,Highly recommend,3/18/2024
2390,9,188,Massage,Loved it!,4/7/2024
2391,1,365,Facial,Highly recommend,2/23/2024
2392,8,373,Wellness Package,Average service,2/1/2024
2393,12,383,Massage,Loved it!,4/4/2024
2394,11,351,Wellness Package,Could be better,2/18/2024
2395,12,343,Massage,Highly recommend,1/2/2024
2396,12,494,Hair Spa,Highly recommend,2/16/2024
2397,4,66,Hair Spa,Will come again,4/12/2024
2398,4,371,Facial,Will come again,4/8/2024
2399,5,341,Body Scrub,Average service,1/23/2024
2400,8,123,Body Scrub,Will come again,1/6/2024
2401,5,312,Wellness Package,Great experience,3/25/2024
2402,8,65,Massage,Staff was friendly,3/30/2024
2403,10,63,Hair Spa,Excellent!,4/3/2024
2404,1,385,Body Scrub,Too expensive,2/10/2024
2405,12,330,Hair Spa,Great experience,2/11/2024
2406,10,410,Wellness Package,Could be better,4/26/2024
2407,9,53,Wellness Package,Not satisfied,4/3/2024
2408,6,462,Massage,Staff was friendly,2/22/2024
2409,3,176,Body Scrub,Highly recommend,3/12/2024
2410,13,361,Wellness Package,Average service,2/8/2024
2411,14,55,Wellness Package,Staff was friendly,4/6/2024
2412,8,178,Hair Spa,Could be better,1/10/2024
2413,9,472,Facial,Will come again,3/22/2024
2414,6,434,Body Scrub,Average service,4/21/2024
2415,11,420,Massage,Average service,4/9/2024
2416,7,281,Massage,Average service,4/14/2024
2417,1,496,Hair Spa,Excellent!,4/28/2024
2418,14,362,Massage,Could be better,2/19/2024
2419,5,244,Wellness Package,Highly recommend,3/15/2024
2420,5,114,Body Scrub,Not satisfied,4/17/2024
2421,10,370,Massage,Highly recommend,1/8/2024
2422,14,152,Body Scrub,Could be better,1/1/2024
2423,4,326,Massage,Great experience,3/12/2024
2424,6,207,Facial,Excellent!,3/9/2024
2425,7,273,Facial,Staff was friendly,1/1/2024
2426,9,338,Body Scrub,Staff was friendly,3/7/2024
2427,1,481,Facial,Could be better,1/27/2024
2428,6,327,Facial,Excellent!,4/18/2024
2429,7,231,Wellness Package,Will come again,3/1/2024
2430,3,415,Massage,Highly recommend,2/17/2024
2431,8,53,Facial,Great experience,1/23/2024
2432,5,264,Body Scrub,Highly recommend,2/13/2024
2433,9,488,Wellness Package,Too expensive,4/12/2024
2434,5,477,Facial,Highly recommend,2/9/2024
2435,9,266,Body Scrub,Excellent!,1/11/2024
2436,10,445,Massage,Could be better,4/18/2024
2437,4,258,Facial,Could be better,1/11/2024
2438,9,123,Body Scrub,Staff was friendly,4/9/2024
2439,5,276,Body Scrub,Will come again,4/11/2024
2440,10,424,Hair Spa,Loved it!,1/31/2024
2441,9,485,Body Scrub,Could be better,2/29/2024
2442,3,142,Hair Spa,Excellent!,2/24/2024
2443,4,114,Massage,Too expensive,1/24/2024
2444,9,370,Massage,Average service,3/2/2024
2445,10,59,Wellness Package,Excellent!,1/19/2024
2446,11,451,Hair Spa,Great experience,4/26/2024
2447,6,352,Body Scrub,Average service,4/5/2024
2448,2,371,Wellness Package,Staff was friendly,2/9/2024
2449,7,354,Wellness Package,Staff was friendly,4/11/2024
2450,2,327,Massage,Excellent!,1/17/2024
2451,11,135,Body Scrub,Too expensive,2/19/2024
2452,2,75,Hair Spa,Will come again,4/8/2024
2453,11,267,Massage,Too expensive,1/12/2024
2454,1,442,Wellness Package,Loved it!,1/15/2024
2455,11,454,Facial,Staff was friendly,2/8/2024
2456,11,144,Wellness Package,Could be better,1/13/2024
2457,12,293,Facial,Will come again,4/3/2024
2458,11,496,Massage,Not satisfied,4/15/2024
2459,3,156,Hair Spa,Will come again,1/19/2024
2460,6,439,Body Scrub,Not satisfied,3/13/2024
2461,8,297,Facial,Will come again,2/26/2024
2462,9,63,Body Scrub,Not satisfied,4/1/2024
2463,7,210,Massage,Could be better,4/17/2024
2464,4,120,Massage,Great experience,2/29/2024
2465,6,201,Massage,Will come again,4/16/2024
2466,5,124,Hair Spa,Staff was friendly,2/25/2024
2467,8,425,Facial,Great experience,1/25/2024
2468,1,264,Body Scrub,Loved it!,4/13/2024
2469,1,417,Wellness Package,Not satisfied,4/14/2024
2470,13,100,Massage,Highly recommend,1/4/2024
2471,11,435,Body Scrub,Will come again,2/21/2024
2472,6,192,Body Scrub,Average service,4/10/2024
2473,10,468,Hair Spa,Average service,1/7/2024
2474,12,85,Facial,Too expensive,4/14/2024
2475,2,423,Hair Spa,Average service,3/8/2024
2476,5,216,Hair Spa,Staff was friendly,3/27/2024
2477,1,285,Body Scrub,Great experience,4/17/2024
2478,7,309,Facial,Could be better,4/17/2024
2479,1,241,Facial,Too expensive,3/10/2024
2480,4,251,Facial,Will come again,2/14/2024
2481,9,311,Massage,Average service,1/9/2024
2482,1,234,Facial,Average service,1/9/2024
2483,4,207,Body Scrub,Not satisfied,3/25/2024
2484,6,295,Massage,Excellent!,1/3/2024
2485,6,159,Wellness Package,Could be better,3/17/2024
2486,12,148,Hair Spa,Average service,3/3/2024
2487,13,290,Facial,Staff was friendly,4/11/2024
2488,8,251,Wellness Package,Staff was friendly,3/22/2024
2489,1,171,Facial,Not satisfied,4/28/2024
2490,7,166,Hair Spa,Great experience,4/19/2024
2491,1,145,Body Scrub,Too expensive,4/4/2024
2492,13,283,Body Scrub,Not satisfied,4/2/2024
2493,14,116,Hair Spa,Average service,4/28/2024
2494,7,425,Wellness Package,Too expensive,1/2/2024
2495,3,267,Massage,Too expensive,1/31/2024
2496,11,64,Massage,Excellent!,2/7/2024
2497,8,322,Facial,Will come again,4/25/2024
2498,3,268,Hair Spa,Excellent!,1/7/2024
2499,14,323,Hair Spa,Great experience,4/13/2024
2500,14,420,Massage,Highly recommend,1/10/2024
2501,13,196,Wellness Package,Highly recommend,3/17/2024
2502,1,381,Hair Spa,Will come again,2/28/2024
2503,13,393,Body Scrub,Highly recommend,1/1/2024
2504,13,201,Body Scrub,Excellent!,2/6/2024
2505,14,396,Hair Spa,Great experience,1/25/2024
2506,8,353,Wellness Package,Too expensive,4/3/2024
2507,3,463,Body Scrub,Highly recommend,3/6/2024
2508,2,64,Wellness Package,Not satisfied,4/9/2024
2509,1,480,Massage,Loved it!,3/28/2024
2510,14,428,Facial,Not satisfied,3/16/2024
2511,3,432,Massage,Not satisfied,1/5/2024
2512,2,477,Facial,Highly recommend,2/25/2024
2513,2,403,Body Scrub,Excellent!,3/19/2024
2514,6,460,Facial,Could be better,2/11/2024
2515,12,133,Facial,Highly recommend,3/4/2024
2516,1,241,Hair Spa,Too expensive,2/18/2024
2517,2,90,Facial,Will come again,2/15/2024
2518,14,401,Hair Spa,Could be better,3/11/2024
2519,6,373,Facial,Average service,4/27/2024
2520,3,310,Hair Spa,Great experience,1/2/2024
2521,4,358,Body Scrub,Loved it!,4/28/2024
2522,1,427,Body Scrub,Highly recommend,3/7/2024
2523,8,185,Facial,Could be better,1/4/2024
2524,13,327,Wellness Package,Staff was friendly,3/2/2024
2525,7,155,Body Scrub,Could be better,4/21/2024
2526,7,56,Massage,Staff was friendly,3/20/2024
2527,3,455,Massage,Loved it!,1/27/2024
2528,10,351,Hair Spa,Staff was friendly,3/26/2024
2529,10,79,Wellness Package,Staff was friendly,3/7/2024
2530,3,175,Hair Spa,Great experience,4/22/2024
2531,14,406,Facial,Average service,1/17/2024
2532,2,449,Body Scrub,Too expensive,3/26/2024
2533,12,128,Wellness Package,Loved it!,2/21/2024
2534,1,438,Hair Spa,Staff was friendly,3/11/2024
2535,7,116,Hair Spa,Will come again,2/26/2024
2536,7,72,Massage,Not satisfied,1/30/2024
2537,12,238,Facial,Will come again,3/12/2024
2538,2,123,Hair Spa,Too expensive,3/23/2024
2539,7,54,Massage,Too expensive,3/11/2024
2540,13,456,Wellness Package,Will come again,3/5/2024
2541,8,131,Hair Spa,Highly recommend,1/16/2024
2542,1,74,Massage,Average service,4/23/2024
2543,9,313,Facial,Will come again,4/13/2024
2544,7,454,Body Scrub,Will come again,4/4/2024
2545,3,51,Wellness Package,Excellent!,4/12/2024
2546,8,327,Hair Spa,Not satisfied,1/27/2024
2547,7,377,Massage,Highly recommend,3/14/2024
2548,11,392,Hair Spa,Loved it!,4/7/2024
2549,13,273,Body Scrub,Will come again,2/16/2024
2550,8,121,Hair Spa,Could be better,1/14/2024
2551,6,117,Hair Spa,Loved it!,1/2/2024
2552,9,369,Massage,Great experience,2/8/2024
2553,5,143,Body Scrub,Not satisfied,2/24/2024
2554,3,68,Wellness Package,Excellent!,3/26/2024
2555,3,177,Massage,Too expensive,1/26/2024
2556,1,392,Body Scrub,Will come again,2/13/2024
2557,12,131,Body Scrub,Will come again,3/9/2024
2558,8,303,Hair Spa,Staff was friendly,2/7/2024
2559,2,486,Facial,Highly recommend,3/20/2024
2560,3,270,Facial,Average service,1/12/2024
2561,8,392,Wellness Package,Not satisfied,4/14/2024
2562,14,146,Hair Spa,Highly recommend,4/25/2024
2563,8,101,Facial,Not satisfied,4/17/2024
2564,14,224,Massage,Loved it!,4/15/2024
2565,11,387,Wellness Package,Will come again,1/17/2024
2566,4,231,Hair Spa,Will come again,1/25/2024
2567,4,477,Massage,Will come again,3/4/2024
2568,5,402,Facial,Too expensive,3/28/2024
2569,6,440,Facial,Loved it!,1/11/2024
2570,5,164,Facial,Could be better,1/18/2024
2571,14,397,Facial,Too expensive,2/5/2024
2572,7,50,Body Scrub,Great experience,1/3/2024
2573,2,112,Wellness Package,Great experience,3/23/2024
2574,7,297,Wellness Package,Staff was friendly,3/10/2024
2575,10,280,Facial,Loved it!,3/27/2024
2576,7,275,Wellness Package,Will come again,4/13/2024
2577,1,472,Massage,Highly recommend,3/11/2024
2578,7,68,Massage,Too expensive,4/20/2024
2579,5,80,Wellness Package,Great experience,4/17/2024
2580,3,382,Facial,Not satisfied,4/20/2024
2581,13,170,Hair Spa,Could be better,1/9/2024
2582,3,73,Facial,Loved it!,3/6/2024
2583,4,374,Body Scrub,Highly recommend,4/25/2024
2584,13,260,Hair Spa,Highly recommend,2/16/2024
2585,12,498,Body Scrub,Not satisfied,2/19/2024
2586,2,210,Wellness Package,Will come again,3/4/2024
2587,2,304,Body Scrub,Great experience,4/18/2024
2588,1,108,Wellness Package,Excellent!,4/21/2024
2589,5,163,Body Scrub,Average service,2/16/2024
2590,4,466,Hair Spa,Highly recommend,3/15/2024
2591,11,209,Body Scrub,Great experience,3/7/2024
2592,10,492,Facial,Too expensive,2/11/2024
2593,2,269,Wellness Package,Not satisfied,2/18/2024
2594,3,406,Massage,Highly recommend,1/30/2024
2595,7,218,Body Scrub,Highly recommend,1/8/2024
2596,7,61,Wellness Package,Not satisfied,2/6/2024
2597,12,291,Massage,Staff was friendly,3/25/2024
2598,4,424,Wellness Package,Staff was friendly,1/8/2024
2599,5,188,Wellness Package,Loved it!,4/20/2024
2600,5,146,Massage,Great experience,3/3/2024
2601,6,196,Massage,Too expensive,1/11/2024
2602,14,231,Hair Spa,Excellent!,4/14/2024
2603,9,106,Body Scrub,Average service,2/27/2024
2604,2,91,Body Scrub,Highly recommend,2/3/2024
2605,5,403,Wellness Package,Excellent!,2/8/2024
2606,12,248,Facial,Excellent!,1/16/2024
2607,3,80,Facial,Could be better,3/11/2024
2608,4,229,Wellness Package,Could be better,1/4/2024
